,question,category,answer,choices/0,choices/1,choices/2,choices/3
2076,What is the name of the hospital lawyer on Scrubs?,general,Ted Buckland,Ted Buckland,Phoenix Wright,Billy Flynn,Lionel Huntz
2077,"Who was the top prosecutor, before Jack McCoy got the first chair in the top cases on Law and Order?",general,Benjamin Stone,Benjamin Stone,Paul Moriarty,Paul Robinette,Bill Flynn
2078,What was the name of the first Assistant District Attorney on Law and Order?,general,Paul Robinette,Benjamin Stone,Paul Robinette,Bill Flynn,Michael Moriarty
2079,Perry Mason won his cases. Week after week this D.A. lost to Perry on the TV show.,general,Hamilton Burger,Billy Flynn,Richard Brooks,Ted Buckland,Hamilton Burger
2080,"This lawyers unspoken last thought is, It is a far, far better thing that I do, than I have ever done; it is a far, far better rest that I go to, than I have ever known.",general,Sydney Carton,Sydney Carton,Bradley J. Stevens,Allen Sneed,Joel McCreadle
2081,He was the luckless lawyer for Cosmo Kramer in Seinfeld.,general,Jackie Chiles,Jimmy Lee Cofield,Joey Chadwick,Jackie Chiles,Johnny Childress
2082,"In Will and Grace, Will was a fine lawyer. What was his last name?",general,Truman,Walker,McFarland,Truman,Adler
2083,"This lawyer-turned senator, who has the power of flight without machinery, is a character on Heroes.",general,Nathan Petrelli,Nathan Petrelli,Andy Pasdar,Clark Bennett,Gabriel Gray
2084,From which law school did fictional character Elle Woods graduate?,general,Harvard,Stanford,Alabama,Cambridge,Harvard
2085,"Goren solves every case, but this is the name of the A.D.A. who convicts the perps on Law and Order: Criminal Intent.",general,Ron Carver,Lionel Hutz,Mike Cuthrie,Billy Flynn,Ron Carver
2086,"On this TV show the lawyers shingle reads Attorney-at-Law, Ernest Frye - Where Winning Is Everything.",general,Amen,Arrest and Trial,Amen,The Antagonists,Any Day Now
2087,The vanishing hitchhiker is an urban legend about people who suddenly disappear after they have been offered a lift. What kind of person was the vanishing hitchhiker from 1975 who reportedly scared a number of people by vanishing from their vehicles close to the Austrian-German border?,general,A nun,A nun,A teenager,A beautiful young lady,A farmer
2088,Where does the ghost of Bloody Mary appear when summoned according to a popular urban legend?,general,In the mirror,In the mirror,On the roof,In the closet,Behind a closed door
2089,What is the favorite victim of The Hook according to the popular urban legend?,general,A young couple,A drunkard,A young couple,An old woman,A naughty child
2090,What is the Choking Doberman from the popular urban legend choking on?,general,Human fingers,A human ear,Human fingers,A hairball,A dolls head
2091,How is the white woman appearing at the Belchen Tunnel in Switzerland described according to the urban legend?,general,Old woman in white clothes,Headless woman wearing a white dress,Pregnant woman in white clothes,African woman in white dress,Old woman in white clothes
2092,"In what type of outfit was Resurrection Mary buried according to the popular urban legend from the region of Chicago, Illinois?",general,White dancing dress,Blood-red satin dress,Black lace gown,Bridal gown,White dancing dress
2093,Who tries to warn the driver of the car about the killer in the back seat according to the popular urban legend?,general,A driver of the car behind,The signs on the road,A wolf appearing on the road,A driver of the car behind,A voice on the radio
2094,What was written on the girls bathroom mirror according to the popular urban legend about the The Licked Hand?,general,Humans can lick too,"One down, two to go",Humans can lick too,Dont look under the bed,Come here doggie
2095,With what American city is the urban legend about the Sewer alligator mostly associated with?,general,New York City,San Francisco,New York City,Los Angeles,Chicago
2096,Who is the mysterious murderer from the urban legend known as The Babysitter and the Man Upstairs?,general,A madman,The father of the children,The babysitters boyfriend,A madman,The neighbor
2097,Where does about 90 % of volcanic activity on Earth occur?,general,Under the oceans,Near the equator,Alaska,Under the oceans,Japan
2098,Where would you find the highest tides on Earth?,general,Bay of Fundy,Bay of Fundy,Hawaii,Cape of Good Hope,Cape Horn
2099,"Who wrote The Murders in the Rue Morgue, the book considered the first detective story?",general,Edgar Allan Poe,Charles Lennox,Edgar Allan Poe,Jules Verne,Sir Arthur Conan Doyle
2100,In 1987 he became the first football coach to have Gatorade splashed on his head.,general,Bill Parcells,Barry Switzer,Bill Cowher,Bud Grant,Bill Parcells
2101,"In the original version of Layla by Derek and the Dominoes, the guitar riffs were played by these two men.",general,Eric Clapton and Duane Allman,Eric Clapton and George Harrison,Eric Clapton and Carl Radle,Eric Clapton and Bobby Whitlock,Eric Clapton and Duane Allman
2102,Where was the  first museum in the USA located?,general,"Charleston, S.C.","Charleston, S.C.","Philadelphia, PA.","Boston, MA.","Augusta, Maine"
2103,What part of the Earths water is fresh water?,general,less than 5%,between 13% and 20%,between 5% and 11%,between 20% and 22.4%,less than 5%
2104,In 1962 John Steinbeck published Travels with Charley: In Search of America. Who was Charley?,general,Steinbecks pet poodle,Steinbecks pet poodle,Steinbecks son from his marriage to Edith Wharton,"Steinbecks wife, Charlotta Pierce","Steinbecks best friend, Charles Kuralt"
2105,"Although the first paperback books were published in Germany, it was in England that the paperback book first became very popular. This is considered the first paperback novel.",general,Pelham by Edward Bulwer-Lytton,Robinson Crusoe by Daniel Defoe,A Tale of Two Cities by Charles Dickens,Pelham by Edward Bulwer-Lytton,The Adventures of Tom Thumb by Brigham Wise-Dunne
2106,"What discovery did Dr. Caspar Wistar make near his house in Gloucester County, New Jersey in 1787?",general,The first dinosaur bones ever found in the USA.,The first dinosaur bones ever found in the USA.,A note containing a plot by France to conquer the newly formed USA.,The correct formula for methane gas.,The use of ether to anesthetize dental patients.
2107,Which of the following was not a result of the War of the Roses?,general,The defeat of the Spanish Armada,The end of the feudal powers of British nobles,Henry VII took power in England.,The defeat of the Spanish Armada,A strong central government in England
2108,Where was the worlds first modern electrically air-conditioned building located?,general,"San Antonio, Texas","San Antonio, Texas","Rome, Italy","New York, New York","Barcelona, Spain"
2110,What does querulous mean?,general,Always complaining,Always mystical,Always complaining,Always dishonest,Always asking questions
2111,Who was the first US President to have vetoed over 600 pieces of legislation?,general,Franklin Delano Roosevelt,Andrew Johnson,Richard M. Nixon,Franklin Delano Roosevelt,Andrew Jackson
2112,"He was the first person to portray James Bond in a visual medium, thus eliminating actors who voiced James Bond on radio.",general,Barry Nelson,Peter Sellers,David Niven,Woody Allen,Barry Nelson
2113,The worlds oldest lake is also the worlds deepest lake. Where would it be found?,general,Siberia,Siberia,Between Europe and Asia,Israel,Brazil
2114,What did H. Taylor Howard invent in 1976?,general,Satellite dish,The QWERTYU keyboard,Windows XP,The cell phone,Satellite dish
2115,What was the first meal eaten on the moon?,general,"Bacon, sugar cookies and peaches","Tang, rib roast, peas and carrots, and sugar cookies","Milk, eggs with cheese, and blueberries","Bacon, sugar cookies and peaches","Tang, chicken breast, and ice cream"
2116,Which of the following Steven Spielberg movies broke box office records at its release becoming the highest-grossing movie at the time?,general,All of these,All of these,Jurassic Park,Jaws,E.T. the Extra-Terrestrial
2117,What American actor portrayed Private First Class James Francis Ryan in Steven Spielbergs 1998 movie masterpiece Saving Private Ryan?,general,Matt Damon,Ben Affleck,Tom Hanks,Matt Damon,Jeremy Davies
2118,What is the name of Oprah Winfreys character in the 1985 drama movie The Color Purple directed by Steven Spielberg?,general,Sofia,Celie,Sofia,Miss Millie,Nettie
2119,What is the color of the little girls coat that catches the eye of Oskar Schindler in Steven Spielbergs 1993 movie Schindlers List?,general,Red,Green,Red,White,Black and white
2120,What kind of shark is the scary man-eating monster in the 1975 horror movie Jaws directed by Steven Spielberg?,general,Great white shark,Tiger shark,Great white shark,Whale shark,Grey shark
2121,What kind of dead life form does E.T. revive in the 1982 science fiction movie E.T. the Extra-Terrestrial directed by Steven Spielberg?,general,A dead flower,A dead mouse,A cut tomato,A dead fish,A dead flower
2122,"What kind of animal is seen in the dumbwaiter in one of the funniest scenes from the 1986 comedy movie The Money Pit, produced by Steven Spielberg?",general,Raccoon,Rat,Koala,Cat,Raccoon
2123,The breathing sound of what animal was used for the breathing of the horrifying Tyrannosaurus rex in Steven Spielbergs 1993 science fiction thriller Jurassic Park?,general,Whale,Alligator,Rhinoceros,Hippopotamus,Whale
2124,Which President of the United States does Anthony Hopkins portray in Steven Spielbergs historical drama Amistad?,general,John Quincy Adams,John Adams,John Quincy Adams,Abraham Lincoln,Martin Van Buren
2125,"Frank William Abagnale, Jr., whose real story inspired the 2002 Spielberg movie Catch Me If You Can, appeared as what character in the movie?",general,"A police officer arresting Frank Abagnale, Jr.",His characters father,"A police officer arresting Frank Abagnale, Jr.",The FBI agent who is after his character,Himself
2126,What is the name of the Great Lion who is a central character in C. S. Lewis series of fantasy novels The Chronicles of Narnia?,general,Aslan,Saraf,Aslan,Sarabi,Sabor
2127,"In what childrens novel, written by L. Frank Baum, did the Cowardly Lion make his first appearance?",general,The Wonderful Wizard of Oz,Peter Pan in Kensington Gardens,"The Lion, The Witch and the Wardrobe",The Wonderful Wizard of Oz,Alice in Wonderland
2128,What song composed by Elton John for the movie The Lion King won the 1994 Academy Award for Best Original Song?,general,Can You Feel the Love Tonight,Can You Feel the Love Tonight,Circle of Life,I Just Cant Wait to Be King,Youll Be in My Heart
2129,"Leo the Lion is the mascot of what Hollywood film studio, founded in 1924?",general,MGM,MGM,Warner Bros.,Paramount Pictures,Dreamworks
2130,"Who wrote the novel Young Lions which was adapted into a movie starring Marlon Brando, Montgomery Clift, and Dean Martin?",general,Irwin Shaw,Theodore Dreiser,Irwin Shaw,Truman Capote,Norman Mailer
2131,What novel by Russian writer Leo Tolstoy opens with this often quoted line: Happy families are all alike; every unhappy family is unhappy in its own way.?,general,Anna Karenina,War and Peace,Doctor Zhivago,Crime and Punishment,Anna Karenina
