,question,category,answer,choices__001,choices__002,choices__003,choices__004
2009,What is Meg Ryans full birth name?,celebrities,Margaret Mary Emily Hyra,Susan Ryan Jordan,Margaret Mary Emily Hyra,Margaret Emily Jordan,Karen Emma Walden
2011,Which of the following pairs of movies star both Meg Ryan and Tom Hanks?,celebrities,Joe Versus the Volcano and Youve Got Mail,Youve Got Mail and I.Q.,Joe Versus the Volcano and Youve Got Mail,Joe Versus the Volcano and Courage Under Fire,I.Q. and Addicted to Love
2012,Meg Ryan was in what daytime drama from 1982 to 1984?,celebrities,As the World Turns,The Young and the Restless,As the World Turns,Another World,Days Of Our Lives
2014,Meg Ryan played the niece of Albert Einstein in what 1994 romantic comedy?,celebrities,I.Q.,When a Man Loves a Woman,French Kiss,Prelude to a Kiss,I.Q.
2016,How old was Meg Ryan when she made her first television commercial?,celebrities,18,21,7,16,18
2017,When and to what parents was actor Edward Norton born?,celebrities,"August 18, 1969 to a teacher and a lawyer","August 18, 1979 to a banker and a history professor","August 18, 1969 to a teacher and a lawyer","August 18, 1974 to an insurance salesman and a doctor","August 18, 1964 to a doctor and a teacher"
2019,From which college did actor Edward Norton graduate?,celebrities,Yale University,Harvard,New York University,Yale University,Columbia University
2020,Actor Edward Norton joined a theater group called The Signature Players that produced plays written by which great playwright?,celebrities,Edward Albee,Edward Albee,Tennessee Williams,Eugene ONeil,David Mamet
2021,In which of these films was Edward Nortons first major role?,celebrities,Primal Fear,Destination Anywhere,The Juror,Primal Fear,Deconstructing Harry
2022,For which movie did Edward Norton put on 30 pounds to make himself look more dangerous?,celebrities,American History X,The People vs. Larry Flynt,Destination Anywhere,American History X,Fight Club
2023,In which movie did Edward Norton play a poker hustler?,celebrities,Rounders,The Life of Aaron Stampler,Oceans Eleven,Rounders,Fight Club
2024,In which of these movies did Edward Norton sing?,celebrities,Death to Smoochy,Kingdom of Heaven,The Score,The Days of Song,Death to Smoochy
2025,"Which was the first movie that Edward Norton directed, produced and acted in?",celebrities,Keeping the Faith,The Score,Keeping the Faith,Kingdom of Heaven,Frida
2026,In which movie does Edward Norton play a thief who tries to double-cross his partner (played by Robert De Niro)?,celebrities,The Score,The Destination,The Score,Rounders,Lost in moment
2027,"Rapper Bow Wow, who released his first album at the age of 13, starred in which 2005 movie?",celebrities,Roll Bounce,Boyz in The Hood,Like Mike,Johnson Family Vacation,Roll Bounce
2028,"In 2002, rapper and actor Mos Def starred in what Pulitzer Prize-Winning Broadway play?",celebrities,Topdog/Underdog,Something The Lord Made,The Woodson,God Bless The Child,Topdog/Underdog
2029,Which 2001 comedy-romance film starred Gabrielle Union as Conny Spalding?,celebrities,Two Can Play That Game,Bad Boys 2,Two Can Play That Game,The Brothers,Deliver Us from Eva
2030,"The members of boy band B2K played in which movie, directed by Chris Stokes?",celebrities,You Got Served,You Got Served,Bebes Kids,House Party 3,Fat Albert
2031,LisaRaye portrayed Diana Armstrong/Diamond in what 1998 film?,celebrities,The Players Club,One On One,The Players Club,Strippers on The Floor,All of Us
2032,Halle Berry co-starred with Pen̩lope Cruz in which 2003 horror movie?,celebrities,Gothika,Soul Food,Ghost Ship,Gothika,House On The Haunted Hill
2033,In what movie does Queen Latifah play a speed demon?,celebrities,Taxi,Taxi,Movin Half Past,Living Color,Beauty Shop
2034,"In this 1997 action movie, Vivica A. Fox co-stars with Will Smith.",celebrities,Independence Day,Why Do Fools Fall In Love,Independence Day,Two Can Play That Game,Booty Call
2035,"Ludacris appeared in which hip-hop-styled film, featuring Snoop Dogg, Dr. Dre, Xzibit and DJ Pooh?",celebrities,The Wash,The Wash,Hustle And Flow,Crash,Yeah
2036,"What renowned film director did actor Vincent DOnofrio play in 1994s film, Ed Wood?",celebrities,Orson Welles,John Ford,Cecil B. Demille,Orson Welles,Alfred Hitchcock
2037,How much weight did Vincent DOnofrio gain to play his break out role of Private Gomer Pyle in Stanley Kubricks Full Metal Jacket?,celebrities,70 pounds,60 pounds,80 pounds,50 pounds,70 pounds
2038,What year was Vincent DOnofrio Born?,celebrities,1959,1962,1960,1959,1961
2040,Vincent DOnofrio starred as pulp writer Robert E. Howard in the film The Whole Wide World with Renee Zelleweger. What heroic fictional character was Howards most famous creation?,celebrities,Conan,Mike Hammer,Will Parry,Conan,Luke Skywalker
2041,What was the first film Vincent DOnofrio acted in?,celebrities,The First Turn On!,The First Turn On!,Adventures in Babysitting,Mystic Pizza,Full Metal Jacket
2043,In which Law  Order show has Vincent DOnofrio starred?,celebrities,Criminal Intent,Special Victims Unit (SVU),Law  Order (the Original),Life on the Streets,Criminal Intent
2045,What was John Ritters birth name?,celebrities,Johnathan Southworth Ritter,None of these,Johnathan Southworth Ritter,John Ritter,John Southworth Ritter
2046,What was John Ritters major in college?,celebrities,psychology,architecture,psychology,drama,pre-med
2047,Which of these movies was John Ritter in?,celebrities,All of these,Sling Blade,All of these,Hearts Afire,Problem Child
2049,How many children did John Ritter have?,celebrities,4,4,3,none,1
2052,"Ronnie Van Zant, a founding member of the Southern rock band Lynyrd Skynyrd, died in a tragic incident involving what?",celebrities,An airplane,A vehicle,An airplane,Drowning,Skiing
2056,"Where did Jonathan Winters meet his wife, Eileen Schauder?",celebrities,at the Dayton Art Institute.,at Kenyon College.,"at a bowling alley in Springfield, Ohio.",at the Dayton Art Institute.,"in Gambier, Ohio."
2057,Jonathan Winters portrayed character Fats Brown in an episode of which fantasy TV series?,celebrities,The Twilight Zone,The Sixth Sense,The Dead Man,Alfred Hitchcock Presents,The Twilight Zone
2058,"This 1955 show, which was a summer replacement of The George Gobel Show, featured comedian Jonathan Winters.",celebrities,And Heres the Show,Davis Rules,And Heres the Show,The Davis  Family,Hang Ups
2059,"In a 2005 interview on XM radio this actor, host of the TV program Kids Say the Darndest Things, called Jonathan Winters The King.",celebrities,Bill Cosby,Bill Cosby,Steve Martin,Rodney Dangerfield,Buddy Hackett
2060,Which of these movies did not feature comic actor Jonathan Winters?,celebrities,"Hollywood, Hollywood  1989",Moon Over Parador  1988,The Shadow  1994,The Adventures of Rocky and Bullwinkle 2000,"Hollywood, Hollywood  1989"
2061,"This character, portrayed by comic Jonathan Winters, was a seemingly sweet old lady with a sharp tongue.",celebrities,Maudie Frickert,Jane Davis,Maudie Frickert,Mary Glenworthy,Henrietta Glenworthy
2062,"In this movie, based on a novel by Evelyn Waugh, Jonathan Winters played the roles of Henry Glenworthy and Rev. Wilbur Glenworthy.",celebrities,The Loved One,The Loved One,"Its a Mad, Mad, Mad, Mad World",Stand -Up,"The Russians Are Coming, the Russians Are Coming"
2063,"In this situational comedy, Jonathan Winters appeared as the infant son of the character, played by Robin Williams.",celebrities,Mork and Mindy,Family Matters,Home Improvement,Gilligans Island,Mork and Mindy
2064,"She was born in December of 1945 in Honolulu, Hawaii.",celebrities,Bette Midler,Beverly Sills,Barbra Streisand,Bette Midler,Madonna
2065,"She was born in April of 1942 and throughout her life, she has been a liberal political activist.",celebrities,Barbra Streisand,Barbra Streisand,Bette Midler,Madonna,Beverly Sills
2066,"She won 4 Grammy Awards in the period 1994-1991, an Emmy Award in 1992, and a Tony Award in 1974.",celebrities,Bette Midler,Barbra Streisand,Bette Midler,Beverly Sills,MaDonna
2067,She is known as the Queen of Pop.,celebrities,Madonna,Madonna,Beverly Sills,Barbra Streisand,Bette Midler
2068,She was born in May of 1929 and was famous for her coloratura soprano roles in opera.,celebrities,Beverly Sills,Madonna,Barabra Streisand,Beverly Sills,Bette Midler
2069,She co-hosted The View in 2006 during Best Friends week as a Best Friend of Barbara Walters.,celebrities,Beverly Sills,Beverly Sills,Barbra Streisand,Madonna,Bette Midler
2070,"She was named after a famous film actress (who her mom admired), although the name is pronounced differently.",celebrities,Bette Midler,Madonna,Beverly Sills,Bette Midler,Barbra Streisand
2071,"She attended Erasmus Hall High School as a teenager, where she sang in the choir with Neil Diamond.",celebrities,Barbra Streisand,Madonna,Bette Midler,Beverly Sills,Barbra Streisand
2072,She shared her 1968 Academy Award for Best Actress with Katherine Hepburn.,celebrities,Barbra Streisand,Barbra Streisand,Madonna,Beverly Sills,Bette Midler
2073,"In 2001, the Guinness Book of World Records recognized her as the most successful female musician.",celebrities,Madonna,Beverly Sills,Bette Midler,Madonna,Barbra Streisand
2074,When was actor Jim Carrey born?,celebrities,"January 17, 1962","January 17, 1962","October 2, 1965","February 21, 1970","June 15, 1960"
2075,What year did Jim Carrey win his first Golden Globe?,celebrities,1999,2005,2000,2002,1999
2076,What is Jim Carreys real name?,celebrities,James Eugene Carrey,Jim Eugene Carrey,Jon Eugene Carrey,James Eugene Carrey,Jake Eugene Carrey
2077,In what movie did Jim Carrey play the character of Officer Charlie Baileygates/Hank Evans?,celebrities,"Me, Myself  Irene",Fun with Dick and Jane,"Me, Myself  Irene",Eternal Sunshine of the Spotless Mind,Dumb  Dumber
2078,In which of these movies does Jim Carrey play the adult Joe Wenteworth?,celebrities,Simon Birch,Bruce Almighty,How the Grinch Stole Christmas,Simon Birch,Man on the Moon
2080,Jim Carrey is known to be a fan of which of these bands?,celebrities,Cannibal Corpse,ACDC,Reo Speedwagon,Cannibal Corpse,Atreyu
2081,Jim Carrey has stated that he dislikes which one of the following movies?,celebrities,The Computer Wore Tennis Shoes,Forrest Gump,The Village,Houseboat,The Computer Wore Tennis Shoes
2084,Where was actor Will Ferrell born?,celebrities,California,Virginia,Carolina,Detroit,California
2085,What is Will Ferrells characters plan in the movie Zoolander?,celebrities,to kill the prime minster of Malaysia,to gain control of the cereal companies,to kill the prime minster of Malaysia,to become the best fashion designer ever,to re-join his old band
2086,What university did Will Ferrell graduate from?,celebrities,University of Southern California,Boston College,University of Southern California,University of Delaware,University of North Califonia
2088,In 2000 Will Ferrell married an actress from this country.,celebrities,Sweden,England,Sweden,Japan,China
2089,"Will Ferrells co-star, who plays Cal in Talladega Nights, stars in which of these movies?",celebrities,Walk Hard,Walk Hard,American Ganster,Benchwarmers,Good Sheperd
2090,Which of the following movies starring Will Ferrell was released in 2008?,celebrities,Semi-Pro,Old School,Zoolander,Semi-Pro,Anchorman
2091,Which of the following is not a movie character portrayed by Will Ferrell?,celebrities,Bobby Ricky,Ron Burgundy,Bobby Ricky,Jackie Moon,Mugatu
2092,Which statement about the birth of actor Jerry Seinfeld is true?,celebrities,"He was born on 29 April 1954 in Brooklyn, New York","He was born on 29 April 1954 in The Bronx, New York","He was born on 29 April 1954 in Brooklyn, New York","He was born on 29 April 1954 in Flushing, New  York","He was born on 29 April 1954 in Massepequa, Long Island"
2093,Which statement concerning Jerry Seinfelds education is true?,celebrities,He attended Oswego College  in upstate New York and transferred to Queens College in New York City. He graduated from Queens College.,He attended Oswego College  in upstate New York and transferred to Queens College in New York City. He graduated from Queens College.,He got his B.A. degree from Oswego College in upstate New York in psychology.,He attended Long Island University but graduated from Queens College in 1976.,He attended  and graduated from Long Island University with a degree in 1976.
2094,Which of these women is famous as Jerry Seinfelds manager?,celebrities,Carolyn Liebling,Drew Lansker,None of these,Carolyn Liebling,Carol Liefer
2096,In what year did William Peterson make his film debut?,celebrities,1981,1983,1979,1985,1981
2097,"In Michael Manns Thief, what role did Peterson play, and what was his screen name?",celebrities,Katz  Jammer Bartender - William L. Peterson,Katz  Jammer Bartender - William L. Peterson,Attorneys assistant -  Mike Gerafin,Member Mighty Joe Young Band - Thomas Gitlin,Large detective in suit - Allouyitious Dance
